Intercept,Period_1,Period_2,Period_3,Entry_Type_Carried,Entry_Type_Dumped,Entry_Type_Played,Team_Women - Canada,Team_Women - United States,Y_coordinate_centered,player_id,zone_entry_success,us_powerplay,canada_powerplay
1,0,0,1,1,0,0,1,0,25.5,7,True,0,0
1,0,0,1,0,0,1,0,1,-40.5,22,True,0,0
1,0,0,1,1,0,0,1,0,21.5,8,True,0,0
1,0,0,1,1,0,0,0,1,-12.5,44,False,0,0
1,0,0,1,0,1,0,1,0,-39.5,13,False,1,0
1,0,0,1,0,1,0,1,0,-40.5,35,False,1,0
1,0,0,1,1,0,0,0,1,-39.5,46,False,1,0
1,0,0,1,1,0,0,0,1,34.5,0,True,1,0
1,0,0,1,0,1,0,0,1,-37.5,1,False,1,0
1,0,0,1,0,1,0,0,1,-40.5,21,True,0,0
1,0,0,1,0,1,0,0,1,40.5,44,False,0,0
1,0,0,1,1,0,0,1,0,3.5,23,True,0,0
1,0,0,1,1,0,0,1,0,-6.5,27,True,0,0
1,0,0,1,1,0,0,0,1,2.5,2,True,0,0
1,0,0,1,0,1,0,0,1,-40.5,34,False,0,0
1,0,0,1,0,1,0,1,0,32.5,8,False,0,0
1,0,0,1,1,0,0,1,0,40.5,15,False,0,0
1,0,0,1,0,0,1,0,1,21.5,41,False,0,0
1,1,0,0,0,1,0,0,1,-40.5,20,False,0,0
1,1,0,0,1,0,0,1,0,-27.5,35,True,0,0
1,1,0,0,1,0,0,1,0,7.5,25,False,0,0
1,1,0,0,0,1,0,1,0,40.5,40,False,0,0
1,1,0,0,0,1,0,1,0,-39.5,13,True,0,1
1,1,0,0,0,0,1,1,0,15.5,43,False,0,0
1,1,0,0,1,0,0,0,1,-35.5,0,False,0,0
1,1,0,0,1,0,0,1,0,18.5,14,False,0,0
1,1,0,0,1,0,0,1,0,9.5,14,False,0,0
1,1,0,0,1,0,0,0,1,31.5,9,False,0,0
1,1,0,0,1,0,0,1,0,39.5,29,True,0,0
1,1,0,0,0,0,1,1,0,-23.5,23,False,0,1
1,1,0,0,1,0,0,0,1,39.5,11,False,0,1
1,1,0,0,1,0,0,1,0,38.5,8,True,0,1
1,1,0,0,0,1,0,1,0,-39.5,35,False,0,0
1,1,0,0,0,1,0,1,0,-35.5,13,False,0,0
1,1,0,0,1,0,0,0,1,-11.5,1,True,0,0
1,1,0,0,0,1,0,1,0,-30.5,25,True,0,0
1,1,0,0,0,1,0,1,0,23.5,6,False,0,0
1,1,0,0,1,0,0,1,0,-38.5,14,True,0,0
1,1,0,0,1,0,0,0,1,17.5,22,True,0,0
1,1,0,0,0,1,0,0,1,27.5,10,False,0,0
1,1,0,0,0,0,1,1,0,40.5,36,False,0,0
1,1,0,0,0,1,0,0,1,-40.5,31,True,0,0
1,1,0,0,0,1,0,1,0,-2.5,37,False,0,0
1,1,0,0,0,1,0,0,1,42.5,33,True,0,0
1,1,0,0,0,1,0,1,0,-41.5,28,False,0,0
1,1,0,0,0,1,0,0,1,36.5,0,False,1,0
1,1,0,0,1,0,0,1,0,-26.5,43,False,1,0
1,1,0,0,1,0,0,0,1,41.5,22,True,1,0
1,0,1,0,1,0,0,1,0,-36.5,7,True,0,0
1,0,1,0,0,1,0,0,1,-22.5,33,False,0,0
1,0,1,0,1,0,0,1,0,35.5,12,False,0,0
1,0,1,0,1,0,0,0,1,25.5,47,False,0,0
1,0,1,0,0,1,0,1,0,-18.5,29,False,0,0
1,0,1,0,1,0,0,1,0,-27.5,8,True,0,0
1,0,1,0,1,0,0,0,1,-36.5,22,False,0,0
1,0,1,0,0,1,0,0,1,-28.5,4,False,0,0
1,0,1,0,0,1,0,1,0,29.5,23,False,0,0
1,0,1,0,0,1,0,0,1,-37.5,9,False,0,0
1,0,1,0,0,1,0,1,0,-41.5,15,True,0,0
1,0,1,0,0,1,0,0,1,37.5,21,False,0,0
1,0,1,0,0,1,0,0,1,-41.5,19,False,0,0
1,0,1,0,1,0,0,1,0,-11.5,37,False,0,0
1,0,1,0,0,1,0,1,0,37.5,25,True,0,0
1,0,1,0,0,1,0,1,0,-36.5,36,True,0,0
1,0,1,0,0,1,0,1,0,-41.5,36,False,0,0
1,0,1,0,1,0,0,0,1,37.5,47,True,0,0
1,0,1,0,0,1,0,0,1,-18.5,4,True,0,0
1,0,1,0,0,1,0,0,1,-42.5,30,False,0,0
1,0,1,0,1,0,0,0,1,-39.5,33,False,0,0
1,0,1,0,0,1,0,0,1,-35.5,22,False,0,0
1,0,1,0,0,0,1,1,0,18.5,37,True,0,0
1,0,1,0,0,1,0,0,1,-39.5,46,False,0,0
1,0,1,0,1,0,0,1,0,-38.5,8,False,0,0
1,0,1,0,1,0,0,0,1,-39.5,41,False,0,0
1,0,1,0,1,0,0,0,1,38.5,1,True,0,0
1,0,1,0,1,0,0,1,0,26.5,13,True,0,0
1,0,1,0,0,1,0,1,0,20.5,43,False,0,0
1,0,1,0,0,1,0,1,0,-11.5,43,False,0,0
1,0,1,0,1,0,0,0,1,-37.5,2,False,0,0
1,0,1,0,0,0,1,1,0,5.5,28,True,0,0
1,0,1,0,1,0,0,1,0,-31.5,7,False,0,0
1,0,1,0,1,0,0,1,0,17.5,36,False,0,1
1,0,1,0,0,1,0,1,0,38.5,23,False,0,1
1,0,1,0,1,0,0,1,0,-36.5,8,False,0,1
1,0,1,0,1,0,0,1,0,-14.5,40,True,0,1
1,0,1,0,0,1,0,1,0,-11.5,13,False,0,0
1,0,1,0,1,0,0,1,0,1.5,8,True,0,0
1,0,1,0,1,0,0,1,0,9.5,36,False,0,1
1,0,0,1,0,1,0,1,0,39.5,37,False,0,1
1,0,0,1,0,1,0,1,0,41.5,7,False,0,1
1,0,0,1,0,0,1,0,1,35.5,10,False,1,0
1,0,0,1,0,0,1,0,1,33.5,31,True,1,0
1,0,0,1,0,1,0,0,1,38.5,19,False,1,0
1,0,0,1,1,0,0,1,0,34.5,35,True,0,0
1,0,0,1,0,1,0,0,1,-39.5,38,False,0,0
1,0,0,1,1,0,0,0,1,-39.5,46,True,1,0
1,0,0,1,0,0,1,0,1,38.5,19,True,1,0
1,0,0,1,0,1,0,1,0,-20.5,13,True,0,0
1,0,0,1,1,0,0,0,1,32.5,9,False,0,0
1,0,0,1,0,1,0,0,1,38.5,44,False,0,0
1,0,0,1,0,1,0,1,0,-39.5,35,False,0,0
1,0,0,1,0,1,0,0,1,5.5,21,False,0,0
1,0,0,1,0,1,0,1,0,-41.5,45,True,0,0
1,0,0,1,1,0,0,1,0,-36.5,43,True,0,0
1,0,0,1,0,0,1,1,0,-32.5,35,True,0,1
1,0,0,1,1,0,0,1,0,40.5,36,False,0,0
1,0,0,1,1,0,0,0,1,35.5,47,True,0,0
1,0,0,1,1,0,0,1,0,39.5,5,True,0,0
1,0,0,1,0,1,0,0,1,-7.5,1,False,0,0
1,0,0,1,1,0,0,1,0,28.5,13,False,0,0
1,0,0,1,1,0,0,1,0,-16.5,8,True,0,0
1,0,0,1,0,1,0,0,1,-38.5,46,False,0,0
1,0,0,1,1,0,0,1,0,-10.5,40,False,0,0
1,0,0,1,1,0,0,1,0,-37.5,8,False,0,0
1,0,0,1,0,1,0,0,1,37.5,47,False,0,0
1,0,0,1,0,1,0,1,0,21.5,6,False,0,0
1,0,0,1,0,1,0,0,1,-40.5,21,False,0,0
1,0,0,1,0,1,0,0,1,-39.5,22,False,0,0
1,0,0,1,1,0,0,0,1,35.5,10,True,0,0
1,0,0,1,0,1,0,1,0,-39.5,6,False,0,0
1,0,0,1,1,0,0,0,1,7.5,2,True,0,0
1,0,0,1,0,1,0,1,0,39.5,5,False,0,0
1,0,0,1,1,0,0,0,1,-38.5,1,False,0,0
1,0,0,1,0,1,0,1,0,-17.5,14,True,0,0
1,1,0,0,0,1,0,1,0,39.5,40,False,0,0
1,1,0,0,0,0,1,0,1,-27.5,22,False,0,0
1,1,0,0,1,0,0,1,0,-35.5,35,True,0,0
1,1,0,0,0,1,0,0,1,-0.5,20,False,0,0
1,1,0,0,0,1,0,0,1,-38.5,20,False,0,0
1,1,0,0,0,1,0,1,0,40.5,37,False,0,0
1,1,0,0,0,1,0,0,1,41.5,2,False,0,0
1,1,0,0,1,0,0,0,1,-37.5,46,True,0,0
1,1,0,0,1,0,0,1,0,16.5,35,True,0,0
1,1,0,0,0,0,1,0,1,-38.5,22,False,0,0
1,1,0,0,1,0,0,1,0,17.5,43,True,0,0
1,1,0,0,1,0,0,0,1,-26.5,9,False,0,0
1,1,0,0,0,0,1,1,0,39.5,7,False,0,0
1,1,0,0,0,1,0,0,1,18.5,21,False,0,0
1,1,0,0,0,1,0,1,0,39.5,45,True,0,0
1,1,0,0,1,0,0,0,1,14.5,47,True,0,0
1,1,0,0,0,1,0,1,0,39.5,5,False,0,0
1,1,0,0,1,0,0,0,1,-41.5,22,False,0,0
1,1,0,0,0,1,0,0,1,36.5,46,False,0,0
1,1,0,0,1,0,0,0,1,-38.5,20,False,0,0
1,1,0,0,1,0,0,1,0,-33.5,8,True,0,0
1,1,0,0,1,0,0,0,1,40.5,21,False,0,0
1,1,0,0,1,0,0,1,0,-41.5,35,True,0,0
1,1,0,0,0,1,0,1,0,-41.5,13,True,0,0
1,1,0,0,0,1,0,1,0,-41.5,6,False,0,0
1,1,0,0,0,0,1,0,1,40.5,22,True,0,0
1,1,0,0,0,1,0,1,0,-38.5,29,True,0,0
1,1,0,0,0,1,0,0,1,22.5,3,False,0,0
1,1,0,0,0,1,0,0,1,41.5,31,True,0,0
1,1,0,0,0,1,0,1,0,40.5,32,False,0,0
1,1,0,0,1,0,0,0,1,-0.5,22,True,0,0
1,1,0,0,1,0,0,1,0,34.5,43,True,0,0
1,1,0,0,1,0,0,1,0,-25.5,29,True,0,0
1,1,0,0,0,1,0,1,0,-38.5,28,False,0,0
1,1,0,0,0,0,1,0,1,-32.5,1,True,0,0
1,1,0,0,1,0,0,0,1,-40.5,46,False,0,0
1,1,0,0,0,1,0,0,1,-41.5,2,False,0,0
1,1,0,0,0,1,0,1,0,19.5,7,False,0,0
1,1,0,0,1,0,0,0,1,33.5,22,True,0,0
1,1,0,0,1,0,0,0,1,-30.5,30,True,0,0
1,1,0,0,1,0,0,0,1,-36.5,31,False,0,0
1,1,0,0,0,1,0,1,0,-25.5,37,True,0,0
1,1,0,0,1,0,0,0,1,-36.5,38,False,0,0
1,1,0,0,1,0,0,1,0,-39.5,8,True,0,0
1,1,0,0,0,0,1,1,0,32.5,40,False,0,0
1,1,0,0,1,0,0,0,1,29.5,0,False,0,0
1,0,1,0,0,1,0,1,0,39.5,40,False,0,0
1,0,1,0,0,1,0,1,0,-15.5,28,False,0,0
1,0,1,0,0,0,1,0,1,32.5,31,True,0,0
1,0,1,0,1,0,0,1,0,-28.5,32,False,0,0
1,0,1,0,0,0,1,0,1,26.5,22,False,0,0
1,0,1,0,1,0,0,1,0,21.5,32,False,0,0
1,0,1,0,0,0,1,0,1,25.5,9,False,0,0
1,0,1,0,1,0,0,0,1,3.5,9,True,0,0
1,0,1,0,0,1,0,1,0,-41.5,23,False,0,0
1,0,1,0,1,0,0,0,1,14.5,46,True,1,0
1,0,1,0,1,0,0,0,1,-40.5,46,True,1,0
1,0,1,0,0,0,1,0,1,34.5,20,False,1,0
1,0,1,0,0,0,1,0,1,-26.5,22,False,1,0
1,0,1,0,0,1,0,1,0,-36.5,8,False,0,0
1,0,1,0,1,0,0,0,1,-37.5,33,False,0,0
1,0,1,0,0,1,0,1,0,4.5,7,False,0,0
1,0,1,0,0,0,1,0,1,-41.5,9,True,0,0
1,0,1,0,0,1,0,1,0,-2.5,6,True,0,0
1,0,1,0,1,0,0,1,0,39.5,35,False,0,0
1,0,1,0,1,0,0,0,1,37.5,30,True,0,1
1,0,1,0,0,0,1,1,0,21.5,43,False,0,1
1,0,1,0,1,0,0,1,0,31.5,36,True,0,1
1,0,1,0,0,1,0,1,0,-42.5,5,True,0,1
1,0,1,0,0,1,0,0,1,-40.5,21,False,0,0
1,0,1,0,0,1,0,1,0,-8.5,13,False,0,0
1,0,1,0,1,0,0,1,0,31.5,37,True,0,1
1,0,1,0,1,0,0,1,0,37.5,13,True,0,1
1,0,1,0,0,1,0,0,1,40.5,47,True,0,0
1,0,1,0,1,0,0,0,1,-24.5,1,False,0,0
1,0,1,0,0,1,0,0,1,35.5,0,False,0,0
1,0,1,0,0,1,0,0,1,-40.5,2,False,0,0
1,0,1,0,1,0,0,1,0,40.5,12,True,0,0
1,0,1,0,0,1,0,0,1,-40.5,41,False,0,0
1,0,1,0,0,0,1,1,0,40.5,14,False,0,0
1,0,1,0,1,0,0,0,1,-37.5,1,True,0,0
1,0,1,0,1,0,0,1,0,33.5,43,False,0,0
1,0,1,0,0,0,1,0,1,23.5,41,True,0,0
1,0,1,0,0,1,0,1,0,13.5,15,False,0,0
1,0,1,0,1,0,0,0,1,-38.5,46,False,0,0
1,0,1,0,0,1,0,0,1,30.5,2,False,0,0
1,0,1,0,0,0,1,1,0,-41.5,32,False,0,0
1,0,1,0,0,1,0,0,1,41.5,9,False,0,0
1,0,1,0,1,0,0,1,0,4.5,40,False,0,0
1,0,1,0,0,1,0,1,0,40.5,28,True,0,0
1,0,0,1,0,1,0,0,1,-42.5,38,True,0,0
1,0,0,1,1,0,0,1,0,36.5,7,True,0,0
1,0,0,1,1,0,0,0,1,-40.5,22,False,0,0
1,0,0,1,1,0,0,0,1,38.5,22,False,0,0
1,0,0,1,1,0,0,0,1,-42.5,0,True,0,0
1,0,0,1,0,1,0,0,1,20.5,2,False,0,0
1,0,0,1,1,0,0,1,0,-10.5,43,False,0,0
1,0,0,1,1,0,0,0,1,29.5,41,False,0,0
1,0,0,1,0,1,0,0,1,40.5,30,True,0,0
1,0,0,1,0,1,0,1,0,-41.5,13,True,0,0
1,0,0,1,0,1,0,1,0,-41.5,37,False,0,0
1,0,0,1,1,0,0,0,1,-20.5,11,True,0,0
1,0,0,1,0,1,0,0,1,-39.5,22,True,0,0
1,0,0,1,1,0,0,1,0,-32.5,29,True,0,0
1,0,0,1,1,0,0,0,1,-37.5,1,True,0,0
1,0,0,1,1,0,0,0,1,36.5,44,True,0,0
1,0,0,1,1,0,0,0,1,37.5,3,True,0,0
1,0,0,1,1,0,0,1,0,4.5,35,True,0,0
1,0,0,1,1,0,0,1,0,39.5,7,True,0,1
1,0,0,1,0,0,1,1,0,-30.5,8,False,0,1
1,0,0,1,0,0,1,1,0,-31.5,8,True,0,1
1,0,0,1,1,0,0,1,0,40.5,37,True,0,1
1,0,0,1,0,0,1,1,0,42.5,13,False,0,0
1,0,0,1,1,0,0,0,1,-40.5,46,False,0,0
1,0,0,1,0,0,1,0,1,17.5,46,False,0,0
1,0,0,1,1,0,0,1,0,-12.5,40,True,0,0
1,0,0,1,1,0,0,0,1,40.5,47,False,0,0
1,0,0,1,0,0,1,1,0,-28.5,40,True,0,0
1,0,0,1,0,1,0,0,1,40.5,9,True,0,0
1,0,0,1,1,0,0,0,1,4.5,46,False,1,0
1,0,0,1,1,0,0,1,0,-40.5,43,False,1,0
1,0,0,1,1,0,0,0,1,36.5,47,False,1,0
1,0,0,1,0,0,1,1,0,-16.5,32,False,1,0
1,0,0,1,1,0,0,0,1,35.5,47,False,1,0
1,0,0,1,1,0,0,1,0,-24.5,40,True,0,0
1,0,0,1,0,1,0,1,0,-40.5,7,False,0,0
1,0,0,1,0,1,0,0,1,33.5,44,False,0,0
1,0,0,1,1,0,0,0,1,-39.5,33,False,0,0
1,0,0,1,1,0,0,1,0,-38.5,28,False,0,0
1,0,0,1,0,0,1,0,1,36.5,38,False,0,1
1,0,0,1,1,0,0,1,0,41.5,12,False,0,1
1,0,0,1,0,1,0,1,0,41.5,36,False,0,1
1,0,0,1,0,1,0,1,0,42.5,35,True,0,1
1,0,0,1,0,0,1,0,1,-41.5,22,False,0,0
1,0,0,1,1,0,0,1,0,-29.5,37,False,0,0
1,0,0,1,0,1,0,1,0,-40.5,8,False,0,0
1,0,0,1,1,0,0,0,1,37.5,44,False,0,0
1,0,0,1,1,0,0,1,0,-38.5,32,False,0,0
1,0,0,1,1,0,0,1,0,-30.5,40,False,0,0
1,0,0,1,0,1,0,1,0,41.5,28,False,0,0
1,0,0,1,0,1,0,1,0,41.5,7,False,0,0
1,0,0,1,1,0,0,1,0,40.5,7,False,0,0
1,0,0,1,1,0,0,0,1,-16.5,22,False,0,0
